step,hard,temp,i_ptm,energy,stage,block_id,protocol
40,0,0.22,0.56,-18.33,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
41,0,0.2,0.56,-18.67,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
42,0,0.18,0.53,-19.16,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
43,0,0.16,0.68,-18.57,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
44,0,0.14,0.48,-18.85,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
45,0,0.12,0.47,-19.39,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
46,0,0.1,0.46,-19.64,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
47,0,0.08,0.49,-19.12,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
48,0,0.06,0.51,-19.36,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
49,0,0.04,0.59,-19.5,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
50,0,0.02,0.6,-19.84,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
51,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
52,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
53,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
54,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
55,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
56,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
57,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
58,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
59,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
60,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
61,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
62,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
63,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
64,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
65,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
66,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
67,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
68,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
69,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
70,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
71,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
72,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
73,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
74,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
75,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
76,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
77,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
78,1,0.0,0.26,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
79,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
80,1,0.0,0.2,-1.56,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__62,opt_anneal_energy_B
1,0,1.0,0.13,-2.38,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
2,0,0.98,0.15,-2.67,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
3,0,0.96,0.23,-4.45,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
4,0,0.94,0.28,-4.5,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
5,0,0.92,0.21,-5.01,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
6,0,0.9,0.24,-5.89,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
7,0,0.88,0.25,-6.24,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
8,0,0.86,0.28,-7.03,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
9,0,0.84,0.32,-8.03,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
10,0,0.82,0.31,-8.84,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
11,0,0.8,0.29,-9.74,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
12,0,0.78,0.32,-9.67,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
13,0,0.76,0.32,-11.01,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
14,0,0.74,0.3,-11.32,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
15,0,0.72,0.32,-11.99,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
16,0,0.7,0.37,-11.82,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
17,0,0.68,0.37,-12.85,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
18,0,0.66,0.35,-13.18,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
19,0,0.64,0.31,-13.82,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
20,0,0.62,0.46,-13.98,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
21,0,0.6,0.51,-13.61,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
22,0,0.58,0.38,-14.11,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
23,0,0.56,0.34,-14.76,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
24,0,0.54,0.46,-15.53,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
25,0,0.52,0.41,-15.94,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
26,0,0.5,0.48,-15.8,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
27,0,0.48,0.41,-16.96,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
28,0,0.46,0.51,-17.13,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
29,0,0.44,0.56,-17.58,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
30,0,0.42,0.56,-17.49,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
31,0,0.4,0.56,-17.71,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
32,0,0.38,0.39,-18.19,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
33,0,0.36,0.6,-17.68,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
34,0,0.34,0.53,-17.79,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
35,0,0.32,0.42,-17.36,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
36,0,0.3,0.61,-17.93,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
37,0,0.28,0.44,-18.31,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
38,0,0.26,0.59,-19.1,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
39,0,0.24,0.57,-19.44,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
40,0,0.22,0.55,-19.41,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
41,0,0.2,0.54,-19.39,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
42,0,0.18,0.64,-19.43,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
43,0,0.16,0.57,-20.43,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
44,0,0.14,0.56,-20.97,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
45,0,0.12,0.63,-21.01,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
46,0,0.1,0.56,-21.7,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
47,0,0.08,0.61,-21.01,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
48,0,0.06,0.58,-21.96,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
49,0,0.04,0.54,-21.38,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
50,0,0.02,0.6,-21.42,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
51,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
52,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
53,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
54,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
55,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
56,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
57,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
58,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
59,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
60,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
61,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
62,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
63,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
64,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
65,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
66,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
67,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
68,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
69,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
70,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
71,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
72,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
73,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
74,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
75,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
76,1,0.0,0.18,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
77,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
78,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
79,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
80,1,0.0,0.24,1.96,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__63,opt_anneal_energy_B
1,0,1.0,0.17,0.35,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
2,0,0.98,0.29,-2.75,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
3,0,0.96,0.23,-3.16,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
4,0,0.94,0.14,-3.47,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
5,0,0.92,0.17,-3.63,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
6,0,0.9,0.13,-4.09,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
7,0,0.88,0.13,-4.19,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
8,0,0.86,0.12,-4.17,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
9,0,0.84,0.14,-4.27,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
10,0,0.82,0.13,-4.44,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
11,0,0.8,0.16,-4.63,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
12,0,0.78,0.14,-4.76,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
13,0,0.76,0.1,-5.16,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
14,0,0.74,0.17,-5.49,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
15,0,0.72,0.17,-5.44,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
16,0,0.7,0.23,-5.64,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
17,0,0.68,0.24,-5.7,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
18,0,0.66,0.23,-5.54,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
19,0,0.64,0.27,-5.85,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
20,0,0.62,0.22,-6.43,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
21,0,0.6,0.31,-6.43,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
22,0,0.58,0.15,-6.41,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
23,0,0.56,0.28,-6.62,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
24,0,0.54,0.29,-7.18,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
25,0,0.52,0.42,-7.2,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
26,0,0.5,0.27,-7.68,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
27,0,0.48,0.36,-7.63,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
28,0,0.46,0.32,-7.59,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
29,0,0.44,0.43,-7.81,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
30,0,0.42,0.39,-7.83,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
31,0,0.4,0.34,-7.96,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
32,0,0.38,0.43,-7.94,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
33,0,0.36,0.38,-8.51,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
34,0,0.34,0.4,-8.94,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
35,0,0.32,0.42,-9.02,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
36,0,0.3,0.45,-8.75,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
37,0,0.28,0.45,-9.05,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
38,0,0.26,0.45,-9.01,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
39,0,0.24,0.49,-9.41,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
40,0,0.22,0.51,-9.93,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
41,0,0.2,0.5,-10.21,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
42,0,0.18,0.45,-10.58,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
43,0,0.16,0.48,-10.44,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
44,0,0.14,0.47,-10.82,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
45,0,0.12,0.49,-11.0,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
46,0,0.1,0.48,-11.73,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
47,0,0.08,0.48,-11.55,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
48,0,0.06,0.5,-11.56,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
49,0,0.04,0.56,-11.25,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
50,0,0.02,0.51,-12.45,stage_2,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
51,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
52,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
53,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
54,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
55,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
56,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
57,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
58,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
59,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
60,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
61,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
62,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
63,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
64,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
65,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
66,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
67,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
68,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
69,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
70,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
71,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
72,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
73,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
74,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
75,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
76,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
77,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
78,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
79,1,0.0,0.13,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
80,1,0.0,0.1,-2.73,stage_3,opt_anneal_energy_B__pa_pb1_wide_292363_4.out__64,opt_anneal_energy_B
1,0,1.0,0.13,1.26,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
2,0,0.98,0.15,-3.43,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
3,0,0.96,0.26,-4.1,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
4,0,0.94,0.15,-4.52,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
5,0,0.92,0.22,-4.93,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
6,0,0.9,0.24,-5.29,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
7,0,0.88,0.29,-6.35,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
8,0,0.86,0.29,-7.43,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
9,0,0.84,0.3,-8.51,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
10,0,0.82,0.26,-9.73,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
11,0,0.8,0.3,-9.89,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
12,0,0.78,0.29,-10.82,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
13,0,0.76,0.29,-11.42,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
14,0,0.74,0.33,-12.29,stage_2,opt_anneal_energy_C__pa_pb1_wide_292363_5.out__0,opt_anneal_energy_C
