step,hard,temp,i_ptm,energy,stage,block_id,protocol
1,0,1.0,0.09,7.38,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
2,0,1.0,0.1,7.24,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
3,0,1.0,0.12,7.03,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
4,0,1.0,0.14,6.89,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
5,0,1.0,0.09,6.8,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
6,0,1.0,0.09,6.66,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
7,0,1.0,0.09,6.59,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
8,0,1.0,0.11,6.48,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
9,0,1.0,0.09,6.51,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
10,0,1.0,0.1,6.52,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
11,0,1.0,0.08,6.59,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
12,0,1.0,0.09,6.63,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
13,0,1.0,0.11,6.54,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
14,0,1.0,0.08,6.37,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
15,0,1.0,0.1,6.5,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
16,0,1.0,0.1,6.55,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
17,0,1.0,0.14,6.88,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
18,0,1.0,0.18,6.55,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
19,0,1.0,0.09,6.24,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
20,0,1.0,0.1,6.31,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
21,0,1.0,0.13,6.04,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
22,0,1.0,0.18,5.46,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
23,0,1.0,0.12,5.17,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
24,0,1.0,0.16,5.1,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
25,0,1.0,0.15,5.27,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
26,0,1.0,0.11,4.81,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
27,0,1.0,0.18,4.81,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
28,0,1.0,0.1,4.67,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
29,0,1.0,0.19,4.75,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
30,0,1.0,0.23,4.41,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
31,0,1.0,0.18,3.83,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
32,0,1.0,0.22,3.52,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
33,0,1.0,0.12,3.55,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
34,0,1.0,0.21,3.65,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
35,0,1.0,0.26,3.22,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
36,0,1.0,0.21,3.01,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
37,0,1.0,0.15,2.73,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
38,0,1.0,0.12,2.65,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
39,0,1.0,0.18,2.7,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
40,0,1.0,0.23,2.54,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
41,0,1.0,0.16,2.32,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
42,0,1.0,0.22,2.33,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
43,0,1.0,0.18,1.92,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
44,0,1.0,0.18,2.02,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
45,0,1.0,0.17,1.64,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
46,0,1.0,0.17,1.67,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
47,0,1.0,0.13,1.28,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
48,0,1.0,0.23,1.19,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
49,0,1.0,0.19,1.07,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
50,0,1.0,0.22,0.65,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
51,0,1.0,0.22,0.75,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
52,0,1.0,0.25,0.72,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
53,0,1.0,0.22,0.12,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
54,0,1.0,0.17,-0.11,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
55,0,1.0,0.18,-0.58,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
56,0,1.0,0.23,-0.52,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
57,0,1.0,0.21,-0.61,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
58,0,1.0,0.25,-1.02,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
59,0,1.0,0.19,-1.49,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
60,0,1.0,0.23,-1.58,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
61,0,1.0,0.21,-1.27,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
62,0,1.0,0.24,-1.2,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
63,0,1.0,0.18,-1.7,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
64,0,1.0,0.19,-2.03,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
65,0,1.0,0.23,-2.26,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
66,0,1.0,0.21,-2.44,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
67,0,1.0,0.24,-2.23,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
68,0,1.0,0.22,-2.55,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
69,0,1.0,0.27,-2.78,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
70,0,1.0,0.25,-2.98,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
71,0,1.0,0.25,-2.99,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
72,0,1.0,0.28,-3.02,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
73,0,1.0,0.22,-2.98,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
74,0,1.0,0.22,-3.04,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
75,0,1.0,0.22,-3.14,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
76,0,1.0,0.27,-3.31,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
77,0,1.0,0.27,-3.39,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
78,0,1.0,0.24,-3.35,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
79,0,1.0,0.26,-3.29,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
80,0,1.0,0.24,-3.2,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
81,0,1.0,0.31,-3.39,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
82,0,1.0,0.29,-3.45,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
83,0,1.0,0.23,-3.37,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
84,0,1.0,0.28,-3.33,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
85,0,1.0,0.23,-3.41,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
86,0,1.0,0.28,-3.3,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
87,0,1.0,0.31,-3.45,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
88,0,1.0,0.23,-3.46,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
89,0,1.0,0.21,-3.53,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
90,0,1.0,0.24,-3.6,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
91,0,1.0,0.3,-3.52,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
92,0,1.0,0.31,-3.53,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
93,0,1.0,0.23,-3.62,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
94,0,1.0,0.29,-3.75,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
95,0,1.0,0.24,-3.84,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
96,0,1.0,0.28,-3.92,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
97,0,1.0,0.23,-3.88,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
98,0,1.0,0.23,-3.84,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
99,0,1.0,0.29,-3.72,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
100,0,1.0,0.3,-3.8,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
101,0,1.0,0.13,-16.97,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
102,0,0.98,0.1,-16.93,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
103,0,0.96,0.09,-16.79,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
104,0,0.94,0.25,-16.52,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
105,0,0.92,0.25,-16.43,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
106,0,0.9,0.31,-16.36,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
107,0,0.88,0.28,-16.42,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
108,0,0.86,0.39,-16.63,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
109,0,0.84,0.4,-16.77,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
110,0,0.82,0.39,-16.94,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
111,0,0.8,0.44,-16.73,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
112,0,0.78,0.43,-17.02,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
113,0,0.76,0.47,-17.72,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
114,0,0.74,0.5,-18.09,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
115,0,0.72,0.43,-18.56,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
116,0,0.7,0.42,-18.56,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
117,0,0.68,0.4,-18.61,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
118,0,0.66,0.47,-19.12,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
119,0,0.64,0.62,-19.67,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
120,0,0.62,0.47,-19.72,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
121,0,0.6,0.55,-20.11,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
122,0,0.58,0.54,-20.22,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
123,0,0.56,0.64,-20.45,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
124,0,0.54,0.54,-20.44,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
125,0,0.52,0.57,-20.64,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
126,0,0.5,0.54,-20.92,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
127,0,0.48,0.42,-20.84,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
128,0,0.46,0.71,-21.52,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
129,0,0.44,0.69,-21.58,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
130,0,0.42,0.67,-21.77,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
131,0,0.4,0.65,-21.83,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
132,0,0.38,0.66,-21.98,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
133,0,0.36,0.65,-22.14,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
134,0,0.34,0.65,-22.25,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
135,0,0.32,0.78,-22.36,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
136,0,0.3,0.79,-22.75,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
137,0,0.28,0.8,-22.99,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
138,0,0.26,0.81,-23.44,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
139,0,0.24,0.82,-23.76,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
140,0,0.22,0.79,-24.16,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
141,0,0.2,0.64,-24.3,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
142,0,0.18,0.73,-24.35,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
143,0,0.16,0.8,-24.34,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
144,0,0.14,0.74,-24.66,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
145,0,0.12,0.79,-24.97,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
146,0,0.1,0.81,-24.9,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
147,0,0.08,0.76,-25.08,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
148,0,0.06,0.83,-25.34,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
149,0,0.04,0.7,-26.26,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
150,0,0.02,0.84,-26.45,stage_2,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
151,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
152,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
153,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
154,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
155,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
156,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
157,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
158,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
159,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
160,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
161,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
162,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
163,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
164,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
165,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
166,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
167,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
168,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
169,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
170,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
171,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
172,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
173,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
174,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
175,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
176,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
177,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
178,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
179,1,0.0,0.34,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
180,1,0.0,0.42,-3.27,stage_3,gen_energy_A__pa_pb1_wide_292363_0.out__0,gen_energy_A
1,0,1.0,0.13,7.4,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
2,0,1.0,0.08,7.3,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
3,0,1.0,0.12,7.18,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
4,0,1.0,0.09,7.06,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
5,0,1.0,0.13,6.93,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
6,0,1.0,0.09,6.86,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
7,0,1.0,0.08,6.79,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
8,0,1.0,0.09,6.81,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
9,0,1.0,0.08,6.85,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
10,0,1.0,0.11,7.0,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
11,0,1.0,0.07,6.95,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
12,0,1.0,0.08,6.74,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
13,0,1.0,0.08,7.01,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
14,0,1.0,0.11,7.06,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
15,0,1.0,0.15,6.97,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
16,0,1.0,0.21,6.45,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
17,0,1.0,0.19,6.5,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
18,0,1.0,0.09,5.93,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
19,0,1.0,0.08,6.35,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
20,0,1.0,0.12,6.66,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
21,0,1.0,0.2,6.83,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
22,0,1.0,0.13,6.32,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
23,0,1.0,0.14,6.31,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
24,0,1.0,0.13,6.57,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
25,0,1.0,0.23,6.22,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
26,0,1.0,0.17,6.51,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
27,0,1.0,0.1,6.27,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
28,0,1.0,0.15,6.51,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
29,0,1.0,0.13,6.34,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
30,0,1.0,0.21,6.62,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
31,0,1.0,0.2,6.3,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
32,0,1.0,0.12,6.58,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
33,0,1.0,0.22,6.46,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
34,0,1.0,0.22,5.87,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
35,0,1.0,0.19,5.97,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
36,0,1.0,0.21,5.67,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
37,0,1.0,0.23,5.73,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
38,0,1.0,0.24,5.24,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
39,0,1.0,0.09,5.39,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
40,0,1.0,0.24,5.33,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
41,0,1.0,0.16,5.17,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
42,0,1.0,0.17,5.15,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
43,0,1.0,0.11,5.42,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
44,0,1.0,0.12,5.38,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
45,0,1.0,0.25,5.4,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
46,0,1.0,0.2,5.04,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
47,0,1.0,0.19,5.14,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
48,0,1.0,0.22,4.91,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
49,0,1.0,0.19,4.76,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
50,0,1.0,0.1,4.58,stage_1a,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
51,0,1.0,0.18,4.54,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
52,0,1.0,0.13,4.34,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
53,0,1.0,0.17,3.9,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
54,0,1.0,0.19,3.74,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
55,0,1.0,0.2,3.04,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
56,0,1.0,0.24,2.75,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
57,0,1.0,0.28,2.33,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
58,0,1.0,0.29,2.02,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
59,0,1.0,0.27,1.46,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
60,0,1.0,0.16,0.98,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
61,0,1.0,0.23,0.46,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
62,0,1.0,0.35,0.47,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
63,0,1.0,0.31,0.17,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
64,0,1.0,0.33,-0.28,stage_1b,gen_energy_A__pa_pb1_wide_292363_0.out__1,gen_energy_A
